Year,Company Name,Country,Industry (Exiobase),Total Environmental Intensity (Revenue),Total Environmental Intensity (Operating Income),Total Environmental Cost,Working Capacity,Fish Production Capacity,Crop Production Capacity,Meat Production Capacity,Biodiversity,Abiotic Resources,Water production capacity ,Wood Production Capacity,% Imputed
2013,WOLTERS KLUWER NV,Netherlands,Activities auxiliary to financial intermediation (67),0.24%,1.48%,11809661,11268153,2874,149083,34802,502,4499,350679,931,5%
2013,LONDON STOCK EXCHANGE GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.54%,2.76%,7613359,7441155,1768,98923,23189,316,1164,47000,155,2%
2013,HONG KONG EXCHANGES AND CLEARING LIMITED,Hong Kong,Activities auxiliary to financial intermediation (67),0.56%,0.91%,5830505,5703388,1377,75412,17666,243,1498,31063,141,2%
2013,HELVETIA HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.06%,0.94%,5234367,4996468,1322,65493,15149,230,3863,152475,633,5%
2013,BALOISE HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.04%,0.67%,4774541,4619996,1259,60366,13921,217,4349,75146,712,6%
2013,RICARDO PLC,United Kingdom,Activities auxiliary to financial intermediation (67),1.22%,12.20%,4628272,4527621,1053,60205,14114,190,313,24818,42,1%
2013,DEUTSCHE BOERSE AG,Germany,Activities auxiliary to financial intermediation (67),0.15%,0.42%,4583238,4469828,1017,58975,13813,185,3924,35485,10,2%
2013,ASX LIMITED,Australia,Activities auxiliary to financial intermediation (67),0.54%,0.85%,3781258,3698369,890,49078,11485,158,1191,20195,109,3%
2013,JSE LIMITED,South Africa,Activities auxiliary to financial intermediation (67),1.98%,5.81%,3008723,2934420,670,38938,9118,122,631,24820,4,1%
2013,PAGEGROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.17%,2.45%,2768826,2707614,697,35961,8427,120,1372,14818,183,6%
2013,SGS SA,Switzerland,Activities auxiliary to financial intermediation (67),0.04%,0.23%,2410359,609335,15,8768,2198,10,2678,3028447,439,0%
2013,"ICF INTERNATIONAL,INC.",United States,Activities auxiliary to financial intermediation (67),0.24%,3.49%,2256500,2207125,612,29378,6870,104,651,12078,318,11%
2013,BURSA MALAYSIA BHD,Malaysia,Activities auxiliary to financial intermediation (67),1.43%,2.96%,1916201,1871460,439,24647,5774,79,162,13660,20,0%
2013,STHREE PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.15%,4.55%,1596047,1560699,406,20726,4857,69,866,8540,116,7%
2013,B3 SA BRASIL BOLSA BALCAO,Brazil,Activities auxiliary to financial intermediation (67),0.11%,0.17%,956705,932432,201,11630,2726,37,462,9163,55,10%
2013,JAPAN EXCHANGE GROUP INC,Japan,Activities auxiliary to financial intermediation (67),0.13%,0.48%,883327,863822,237,11518,2693,40,386,4735,104,10%
2013,RIMAC SEGUROS Y REASEGUROS,Peru,Activities auxiliary to financial intermediation (67),0.08%,0,710528,506872,179,6145,1435,25,1265,194713,106,11%
2013,MCMILLAN SHAKESPEARE LTD,Australia,Activities auxiliary to financial intermediation (67),0.24%,0.72%,701191,685615,175,9073,2118,30,502,3724,46,5%
2013,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,Spain,Activities auxiliary to financial intermediation (67),0.14%,0.22%,602397,575245,194,7283,1711,28,731,17315,110,15%
2013,BOLSA MEXICANA DE VALORES SAB DE CV,Mexico,Activities auxiliary to financial intermediation (67),0.34%,0.88%,525623,514209,119,6841,1604,22,13,2820,4,1%
2013,ROBERT WALTERS PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.05%,2.83%,507106,495420,160,6560,1536,25,816,2700,109,16%
2013,MYTILINEOS HOLDINGS S.A.,Greece,Activities of membership organisation n.e.c. (91),339.59%,3515.54%,6565724191,1348793252,343661,17817697,4188755,57951,543,5194557592,35262,0%
2013,SEMBCORP INDUSTRIES LIMITED,Singapore,Activities of membership organisation n.e.c. (91),40.99%,467.34%,3507088660,1983417022,480397,25694840,6027789,83568,1555587,1489853577,24121,3%
2013,3M COMPANY,United States,Activities of membership organisation n.e.c. (91),8.82%,40.73%,2722508237,2464054691,563273,32858664,7655607,102568,25318,217255880,7764,0%
2013,HONEYWELL INTERNATIONAL INCORPORATED,United States,Activities of membership organisation n.e.c. (91),4.92%,34.97%,1921092068,1879456632,433464,24961181,5851181,78582,32036,10288816,9824,0%
2013,GENERAL ELECTRIC COMPANY,United States,Activities of membership organisation n.e.c. (91),1.32%,8.43%,1890732050,1714843306,358626,24414653,5007892,68598,117227,145957694,35947,2%
2013,ALFA SAB DE CV,Mexico,Activities of membership organisation n.e.c. (91),9.56%,119.42%,1486078074,1305536480,298767,17362833,4070695,54354,2114,158753214,384,0%
2013,SIME DARBY BERHAD,Malaysia,Activities of membership organisation n.e.c. (91),9.57%,121.43%,1365800209,1331247129,295833,16553129,3879762,52614,2596325,11106961,68456,9%
2013,SIEMENS AG,Germany,Activities of membership organisation n.e.c. (91),0.75%,11.17%,783293674,730179685,171888,9617498,2243766,30403,547087,40505162,1815,2%
2013,FAR EASTERN NEW CENTURY CORPORATION,Taiwan,Activities of membership organisation n.e.c. (91),5.80%,104.77%,463655219,453375160,118598,6000837,1401934,20112,305532,2465052,32006,2%
2013,TOSHIBA CORPORATION,Japan,Activities of membership organisation n.e.c. (91),0.83%,24.65%,455809500,435216747,155438,5823682,1370810,23148,88665,13255681,124671,0%
2013,BIDVEST GROUP LIMITED,South Africa,Activities of membership organisation n.e.c. (91),2.02%,45.28%,296002918,259707850,54455,3104647,704429,9705,1367147,31032853,21833,19%
2013,REMGRO LIMITED,South Africa,Activities of membership organisation n.e.c. (91),18.60%,844.97%,291786104,247044192,55966,3248148,759006,10164,146567,40519720,2341,2%
2013,AYALA CORPORATION,Philippines,Activities of membership organisation n.e.c. (91),7.36%,40.05%,239392448,216248498,47493,2613685,612527,8364,591261,19255029,15590,11%
2013,KAP INDUSTRIAL HOLDINGS LTD,South Africa,Activities of membership organisation n.e.c. (91),16.95%,315.77%,232245064,227139627,51482,2988175,698375,9350,127977,1228034,2044,2%
2013,WENDEL SE,France,Activities of membership organisation n.e.c. (91),2.14%,19.65%,189700753,185575483,42660,2479181,576953,7752,5565,1014527,1368,0%
2013,HOSKEN CONSOLIDATED INVESTMENTS LIMITED,South Africa,Activities of membership organisation n.e.c. (91),16.20%,125.92%,126928952,124136943,28124,1632272,381426,5108,73204,670706,1169,2%
2013,EURAZEO SE,France,Activities of membership organisation n.e.c. (91),1.10%,4.31%,80854925,74213101,18179,998981,230661,3221,4614,5390124,3956,1%
2013,ALLIED ELECTRONICS CORPORATION LIMITED,South Africa,Activities of membership organisation n.e.c. (91),2.55%,51.36%,60312851,54039840,11561,662300,151489,2071,220742,5221323,3525,15%
2013,SMITHS GROUP PLC,United Kingdom,Activities of membership organisation n.e.c. (91),0.62%,3.78%,32084744,30963672,7415,412106,96471,1319,4752,599782,772,3%
2013,JOHN KEELLS HOLDINGS LIMITED,Sri Lanka,Activities of membership organisation n.e.c. (91),4.50%,71.14%,29444550,26800466,5735,303657,71142,987,118953,2140474,3136,19%
2013,REUNERT LTD,South Africa,Activities of membership organisation n.e.c. (91),2.51%,21.44%,27147356,23038791,4903,280557,64041,877,101157,3655414,1615,15%
2013,AITKEN SPENCE & CO. LTD.,Sri Lanka,Activities of membership organisation n.e.c. (91),5.46%,35.91%,15292337,11339103,2424,128224,30041,417,50895,3739891,1342,15%
2013,SK HOLDINGS CO LTD,South Korea,Activities of membership organisation n.e.c. (91),0.32%,3.35%,7099334,6814309,2067,88881,20729,326,19382,154728,1088,12%
2013,HYUNDAI GLOVIS COMPANY LIMITED,South Korea,Air transport (62),1168.66%,24007.99%,1.43E+11,2860635064,268016,34960559,8325806,9693,339674,1.46E+11,2914513,2%
2013,DELTA AIR LINES INC,United States,Air transport (62),27.79%,276.08%,10496675635,10266171472,2339084,134096783,31347753,426370,1506398,60827313,39538,4%
2013,UNITED CONTINENTAL HOLDINGS INCORPORATED,United States,Air transport (62),26.18%,566.48%,10020959709,9796606771,2363667,128972437,29880056,422237,1526577,61670488,482525,5%
2013,AIR FRANCE KLM SA,France,Air transport (62),24.57%,4824.28%,8642833514,8456093540,2080278,109936273,25759695,360773,1147847,47689513,234404,4%
2013,DEUTSCHE LUFTHANSA AG,Germany,Air transport (62),11.42%,0,4726065349,4619367394,2341948,65961860,15245322,344359,82035,26795336,4072905,6%
2013,ANA HOLDINGS INC,Japan,Air transport (62),19.37%,282.32%,2735106563,2675140593,680399,35691356,8333994,119569,48374,15319716,227439,2%
2013,CATHAY PACIFIC AIRWAYS LTD,Hong Kong,Air transport (62),19.85%,530.60%,2573186145,2325604234,1345152,34098043,7913457,193515,65,206596867,2565189,1%
2013,CHINA AIRLINES LIMITED,Taiwan,Air transport (62),43.79%,0,2077286567,2031994273,473228,26923719,6271010,85898,46514,11540434,48510,3%
2013,KOREAN AIR LINES COMPANY LIMITED,South Korea,Air transport (62),16.99%,0,1914686469,1869684674,1094638,26743123,6174289,154866,312932,12569704,2047757,7%
2013,EVA AIRWAYS CORP,Taiwan,Air transport (62),39.17%,1401.36%,1627903837,1592425228,370198,21085162,4907319,67275,40757,9046116,38219,3%
2013,ALASKA AIR GROUP INCORPORATED,United States,Air transport (62),26.70%,155.01%,1376521416,1346934919,323118,17727485,4108277,57810,205623,7223709,59526,5%
2013,GOL LINHAS AEREAS INTELIGENTES S.A.,Brazil,Air transport (62),29.94%,1796.20%,1134981666,1110313906,266309,14561468,3397336,95012,179416,6206957,38738,4%
2013,SAS AB,Sweden,Air transport (62),11.95%,273.17%,784857857,767007589,335469,10828371,2522347,50958,  ,4617918,504794,1%
2013,FLUGHAFEN WIEN AG,Austria,Air transport (62),12.39%,67.78%,106209207,103577543,23188,1307212,304656,4195,39996,950434,1985,10%
2013,KOEBENHAVNS LUFTHAVNE AS,Denmark,Air transport (62),1.79%,4.68%,12080963,17456148,5503,214944,52491,330,7334,5657641,28186,19%
2013,"AIR PRODUCTS AND CHEMICALS,INC.",United States,Chemicals nec,86.09%,581.05%,8763993328,7946044636,1830402,105640917,24764384,332130,461372,684957535,38047,0%
2013,AIR LIQUIDE,France,Chemicals nec,31.49%,207.57%,6607045890,6363945080,1521464,84429972,19802632,269888,882751,136314757,120653,0%
2013,LINDE PLC,United Kingdom,Chemicals nec,47.87%,218.87%,5708177902,5526154905,1279724,73509973,17228667,231823,214485,89607567,49242,0%
2013,KIMBERLYCLARK CORPORATION,United States,Chemicals nec,9.74%,64.19%,2059295940,1457752051,380235,19575411,4410860,63406,958601,576242359,86982,3%
2013,PROCTER & GAMBLE CO,United States,Chemicals nec,2.31%,12.37%,1948118425,1465883150,521718,20243043,4035479,71885,3814416,453894851,346116,12%
2013,TOKUYAMA CORPORATION,Japan,Chemicals nec,64.24%,2453.31%,1580868696,1522130602,436859,20545784,4785252,73016,239939,32912799,255556,1%
2013,KONINKLIJKE DSM N.V.,Netherlands,Chemicals nec,11.67%,160.50%,1455419026,1322401021,328102,17771480,3969597,55732,1215232,109717034,39172,3%
2013,SHINETSU CHEMICAL CO LIMITED,Japan,Chemicals nec,14.84%,96.90%,1448066568,1396817501,322260,18741348,4271202,58410,951295,26931041,26489,4%
2013,AKZO NOBEL N.V.,Netherlands,Chemicals nec,6.90%,113.44%,1386710593,1177854628,303057,15254231,3555324,49919,1958926,187753266,18758,4%
2013,WACKER CHEMIE AG,Germany,Chemicals nec,18.12%,1428.56%,1118223144,682507409,208110,8675562,2043306,30773,1788304,423016686,47007,2%
2013,TAIYO NIPPON SANSO CORPORATION,Japan,Chemicals nec,22.02%,409.97%,981369472,959747902,230602,12802736,2948884,40551,434533,5185392,21128,1%
2013,"PPG INDUSTRIES,INC.",United States,Chemicals nec,4.42%,36.86%,667098495,580421413,166210,7853548,1713717,26110,684689,76294937,62128,7%
2013,AIR WATER INCORPORATED,Japan,Chemicals nec,9.17%,177.55%,471299378,450459450,115835,6035247,1354208,19446,500985,12838566,24359,3%
2013,CLARIANT AG,Switzerland,Chemicals nec,6.82%,81.06%,465802928,372398417,98023,4942787,1157391,16542,5768,87209698,25696,1%
2013,KAO CORP,Japan,Chemicals nec,2.63%,27.74%,329050774,307459433,74672,3888427,910836,13016,1220156,15491680,7446,9%
2013,W. R. GRACE & CO,United States,Chemicals nec,10.75%,57.60%,328999562,202772018,53153,2723974,612793,8835,138710,122702665,12586,3%
2013,JSR CORPORATION,Japan,Chemicals nec,9.03%,95.66%,319162420,215399414,51804,2837760,655874,9200,344637,99871782,8050,3%
2013,KIMBERLYCLARK DE MEXICO S.A.B. DE C.V.,Mexico,Chemicals nec,14.03%,57.77%,317984678,270121951,59341,3558131,790997,10876,648345,42793033,2003,10%
2013,NIPPON SHOKUBAI COMPANY LIMITED,Japan,Chemicals nec,12.08%,335.79%,309867971,296195068,66547,3977229,900200,12194,250040,8468341,1647,5%
2013,ALBEMARLE CORPORATION,United States,Chemicals nec,11.74%,49.86%,307290748,308969030,93991,4046927,933729,13873,118575,6864296,21081,3%
2013,DIC CORPORATION,Japan,Chemicals nec,3.17%,55.59%,283396198,268877918,53713,3691476,753229,10272,872857,9130465,6269,19%
2013,COLGATEPALMOLIVE CO.,United States,Chemicals nec,1.59%,6.72%,276465379,220355367,51049,2769686,648241,8967,789468,51838423,4178,9%
2013,ECOLAB INC.,United States,Chemicals nec,1.59%,12.13%,210801538,179002953,51452,2629081,494936,8786,600639,28068192,54501,6%
2013,NITTO DENKO CORPORATION,Japan,Chemicals nec,3.25%,32.08%,209160930,178642330,61264,2263491,523185,8698,626782,27065657,30476,7%
2013,AECI LIMITED,South Africa,Chemicals nec,13.03%,148.59%,198164486,159004738,43822,2048572,469857,6771,409399,36184290,2963,4%
2013,AFRICAN OXYGEN LTD,South Africa,Chemicals nec,28.57%,323.76%,158745347,147082185,36362,1931977,449138,6178,149589,9091001,1083,2%
2013,HITACHI CHEMICAL CO LTD,Japan,Chemicals nec,2.77%,54.56%,122303814,119654008,41634,1505441,351339,5869,431071,335413,20960,17%
2013,SANYO CHEMICAL INDUSTRIES LIMITED,Japan,Chemicals nec,7.73%,178.35%,104977833,97186675,21607,1311974,290555,3969,132341,6031419,707,13%
2013,CLOROX CO,United States,Chemicals nec,1.66%,9.67%,93459402,71887124,28899,1005999,188390,3718,254832,20113562,23123,14%
2013,RECKITT BENCKISER GROUP PLC,United Kingdom,Chemicals nec,0.54%,2.07%,89618019,80603617,32690,1196245,173562,3767,299168,7330326,21356,8%
2012,SGS SA,Switzerland,Activities auxiliary to financial intermediation (67),1.34%,8.85%,81887600,77180456,17772,1025826,240363,3227,2613,3417771,428,0%
2012,ZURICH INSURANCE GROUP LIMITED,Switzerland,Activities auxiliary to financial intermediation (67),0.06%,0.65%,40115225,36947640,9568,485422,112525,1672,24068,2538271,3942,1%
2012,INTERTEK GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),1.20%,8.05%,40028478,39157850,9118,520684,122065,1645,2857,214642,381,1%
2012,ADECCO GROUP AG,Switzerland,Activities auxiliary to financial intermediation (67),0.11%,3.01%,36299229,34809174,8610,459483,106981,1527,13978,901765,2289,3%
2012,S&P GLOBAL INC,United States,Activities auxiliary to financial intermediation (67),0.77%,2.95%,34247530,33531664,8186,446078,104497,1453,3159,154037,1544,4%
2012,TELEPERFORMANCE SE,France,Activities auxiliary to financial intermediation (67),1.08%,14.19%,33559466,29311451,6878,390098,91401,1240,1864,3757065,531,1%
2012,RELX PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.30%,1.36%,29965239,28353041,6969,376782,88311,1225,8505,1131541,1135,3%
2012,CAPITA PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.44%,3.92%,23979899,23455845,5630,311788,73085,1001,4661,128512,622,3%
2012,BUREAU VERITAS SA,France,Activities auxiliary to financial intermediation (67),0.42%,3.03%,21718202,21244196,5150,282982,66250,917,3098,116491,882,3%
2012,EXPERIAN PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.42%,1.78%,18906895,18494785,4366,245889,57641,782,2394,101357,319,2%
2012,NASDAQ INC,United States,Activities auxiliary to financial intermediation (67),0.59%,2.48%,18272726,17874922,4451,237813,55696,784,2214,97928,1082,5%
2012,STANTEC INCORPORATED,Canada,Activities auxiliary to financial intermediation (67),0.66%,7.08%,12413093,10852457,3045,146316,34262,517,52496,1325719,1719,4%
2012,WOLTERS KLUWER NV,Netherlands,Activities auxiliary to financial intermediation (67),0.23%,1.43%,10821814,10584906,2723,139982,32666,475,4577,57433,948,6%
2012,DEUTSCHE BOERSE AG,Germany,Activities auxiliary to financial intermediation (67),0.25%,0.56%,7404484,7231987,1649,95699,22422,300,4019,48396,11,1%
2012,LONDON STOCK EXCHANGE GROUP PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.50%,1.98%,6605039,6462692,1543,85911,20138,275,1133,33499,151,2%
2012,"ICF INTERNATIONAL,INC.",United States,Activities auxiliary to financial intermediation (67),0.69%,9.86%,6471171,6330370,1557,84217,19727,276,665,34685,325,4%
2012,BALOISE HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.05%,0.78%,5318531,5182763,1390,67837,15670,240,4404,46948,721,6%
2012,HELVETIA HOLDING AG,Switzerland,Activities auxiliary to financial intermediation (67),0.06%,1.04%,4965691,4788449,1266,62775,14522,220,3668,95392,601,5%
2012,ASX LIMITED,Australia,Activities auxiliary to financial intermediation (67),0.62%,1.23%,3912116,3826495,914,50796,11890,163,1046,20908,96,2%
2012,HONG KONG EXCHANGES AND CLEARING LIMITED,Hong Kong,Activities auxiliary to financial intermediation (67),0.45%,0.66%,3706660,3625651,897,47808,11195,156,1400,19685,132,3%
2012,JSE LIMITED,South Africa,Activities auxiliary to financial intermediation (67),1.23%,5.13%,3316444,3246556,740,43035,10071,135,1022,14878,7,1%
2012,TOPDANMARK A/S,Denmark,Activities auxiliary to financial intermediation (67),0.14%,0.64%,3151520,3091782,734,34039,7841,128,3279,13782,65,18%
2012,HAYS PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.05%,1.33%,2762398,2698199,907,35703,8356,139,5082,14690,678,18%
2012,BURSA MALAYSIA BHD,Malaysia,Activities auxiliary to financial intermediation (67),1.51%,3.30%,1916341,1876068,440,24699,5786,79,168,9122,20,1%
2012,B3 SA BRASIL BOLSA BALCAO,Brazil,Activities auxiliary to financial intermediation (67),0.06%,0.10%,643598,631793,130,7535,1766,24,517,1768,66,17%
2012,BOLSA MEXICANA DE VALORES SAB DE CV,Mexico,Activities auxiliary to financial intermediation (67),0.42%,1.09%,596716,583759,135,7766,1821,24,14,3201,4,1%
2012,BOLSAS Y MERCADOS ESPANOLES SHMSF SA,Spain,Activities auxiliary to financial intermediation (67),0.15%,0.23%,568131,559737,187,7092,1666,28,701,1174,105,16%
2012,AF POYRY AB,Sweden,Activities auxiliary to financial intermediation (67),0.06%,0.75%,552511,539583,208,6593,1475,34,2362,2591,335,16%
2012,AVIVA PLC,United Kingdom,Activities auxiliary to financial intermediation (67),0.04%,0.37%,15320951,15259223,1532,204170,47965,456,34303,162669,4578,14%
2012,MYTILINEOS HOLDINGS S.A.,Greece,Activities of membership organisation n.e.c. (91),141.97%,2728.79%,2720651665,1366254081,348654,18075375,4247986,58989,524,1331710568,44513,0%
2012,SEMBCORP INDUSTRIES LIMITED,Singapore,Activities of membership organisation n.e.c. (91),28.68%,270.95%,2392540915,1809350443,415656,23273161,5459401,73662,1666057,552258606,43928,3%
2012,3M COMPANY,United States,Activities of membership organisation n.e.c. (91),7.58%,34.83%,2266179061,2101856359,480057,28055646,6523789,87459,25265,129158234,7747,0%
2012,HONEYWELL INTERNATIONAL INCORPORATED,United States,Activities of membership organisation n.e.c. (91),5.98%,49.01%,2253929159,2205074236,507904,29292019,6866540,92132,31821,12074264,9758,0%
2012,GENERAL ELECTRIC COMPANY,United States,Activities of membership organisation n.e.c. (91),1.10%,9.85%,1587250766,1478521966,352084,19530361,4575399,62900,122331,84123235,37512,2%
2012,ALFA SAB DE CV,Mexico,Activities of membership organisation n.e.c. (91),9.60%,118.10%,1479948364,1250154345,286152,16626419,3898042,52054,2211,208929668,528,0%
2012,SIEMENS AG,Germany,Activities of membership organisation n.e.c. (91),0.79%,9.15%,817187057,760824302,178674,10017979,2336181,31613,586290,43212314,295,2%
2012,FAR EASTERN NEW CENTURY CORPORATION,Taiwan,Activities of membership organisation n.e.c. (91),5.91%,87.21%,489155535,478326874,127900,6311937,1478944,21353,323830,2600495,35796,2%
2012,HYOSUNG CORPORATION,South Korea,Activities of membership organisation n.e.c. (91),3.55%,236.38%,420624609,398144067,96046,5291308,1240497,17057,112669,15735539,12574,0%
2012,REMGRO LIMITED,South Africa,Activities of membership organisation n.e.c. (91),26.03%,616.96%,415160141,215713230,48825,2833102,661810,8865,140129,195751943,2238,1%
2012,BIDVEST GROUP LIMITED,South Africa,Activities of membership organisation n.e.c. (91),1.89%,43.01%,297761934,273389800,57527,3282615,745885,10262,1382788,18870975,22083,19%
2012,AYALA CORPORATION,Philippines,Activities of membership organisation n.e.c. (91),8.09%,48.96%,221601763,203985190,44836,2470247,578916,7902,546954,13953297,14421,11%
2012,KAP INDUSTRIAL HOLDINGS LTD,South Africa,Activities of membership organisation n.e.c. (91),16.98%,482.15%,220463016,215620511,48898,2838522,663527,8882,114095,1166758,1822,2%
2012,WENDEL SE,France,Activities of membership organisation n.e.c. (91),2.18%,20.34%,192278858,169592447,39017,2267237,527022,7088,5878,19841613,1445,0%
2012,ABOITIZ EQUITY VENTURES INC.,Philippines,Activities of membership organisation n.e.c. (91),9.10%,31.12%,179636114,173185990,38298,2128273,498805,6784,394498,3373064,10402,12%
2012,NISSHINBO HOLDINGS INCORPORATED,Japan,Activities of membership organisation n.e.c. (91),3.62%,300.14%,158619304,153316529,38174,2038037,477209,6608,5807,2742372,5431,0%
2012,HOSKEN CONSOLIDATED INVESTMENTS LIMITED,South Africa,Activities of membership organisation n.e.c. (91),16.31%,190.78%,136341481,91707735,20707,1200913,280291,3758,73443,43053460,1173,2%
2012,EURAZEO SE,France,Activities of membership organisation n.e.c. (91),2.07%,0,121437137,92378409,22380,1239571,287607,3984,3897,27505340,4052,1%
2012,SAMSUNG C&T CORP,South Korea,Activities of membership organisation n.e.c. (91),4.07%,159.01%,103495425,95393353,22449,1266523,296797,4023,24144,6489491,1355,1%
2012,ALLIED ELECTRONICS CORPORATION LIMITED,South Africa,Activities of membership organisation n.e.c. (91),2.21%,36.47%,61282369,55787292,11877,679596,155145,2125,244003,4398435,3897,16%
2012,SMITHS GROUP PLC,United Kingdom,Activities of membership organisation n.e.c. (91),0.69%,4.18%,34128194,33126876,7909,440876,103216,1409,4751,443929,772,2%
2012,JOHN KEELLS HOLDINGS LIMITED,Sri Lanka,Activities of membership organisation n.e.c. (91),5.12%,69.16%,30730767,28189647,6049,321689,75369,1044,119953,2013853,3163,18%
2012,REUNERT LTD,South Africa,Activities of membership organisation n.e.c. (91),2.04%,15.93%,28034264,25541678,5405,308833,70334,965,120766,1984353,1929,18%
2012,DOOSAN CORP,South Korea,Activities of membership organisation n.e.c. (91),0.64%,11.82%,23052253,22249567,5987,292825,68460,1001,34250,402087,1922,8%
2012,SK HOLDINGS CO LTD,South Korea,Activities of membership organisation n.e.c. (91),0.31%,3.41%,6427170,6202343,1944,80684,18804,302,20028,104190,1124,14%
2012,HANWHA CORPORATION,South Korea,Activities of membership organisation n.e.c. (91),0.63%,18.80%,67713764,66326286,12472,891380,209558,2537,102766,368529,5768,17%
2012,HYUNDAI GLOVIS COMPANY LIMITED,South Korea,Air transport (62),1031.87%,19748.90%,1.14E+11,2729831455,255535,33362731,7945251,9276,324059,1.17E+11,2780532,2%
2012,UNITED CONTINENTAL HOLDINGS INCORPORATED,United States,Air transport (62),27.45%,748.69%,10197166075,9977832405,2415867,131457454,30473003,430876,1483022,53581094,507646,5%
2012,AMERICAN AIRLINES GROUP INC,United States,Air transport (62),34.87%,1754.47%,8667096067,8463509691,2009020,111428971,25905483,358656,992154,63113885,221793,4%
2012,DEUTSCHE LUFTHANSA AG,Germany,Air transport (62),11.73%,0,4658189429,4552745389,2382774,65291613,15081395,348232,83564,26506068,4249607,6%
2012,SINGAPORE AIRLINES LIMITED,Singapore,Air transport (62),35.21%,1741.37%,4282237007,4189066109,1015406,55365410,12955002,180944,705941,23135652,187456,2%
2012,CATHAY PACIFIC AIRWAYS LTD,Hong Kong,Air transport (62),21.40%,1189.34%,2743341904,2461692074,1345796,35767820,8305350,195578,72,238506131,2470918,1%
2012,ANA HOLDINGS INC,Japan,Air transport (62),15.48%,225.25%,2527291139,2471766596,627942,32965555,7695864,110396,47479,14285868,208561,2%
2012,CHINA AIRLINES LIMITED,Taiwan,Air transport (62),40.70%,6044.08%,2008891901,1965100459,457030,26025110,6058519,83028,48610,11166042,46898,3%
2012,KOREAN AIR LINES COMPANY LIMITED,South Korea,Air transport (62),16.50%,648.21%,1973325782,1926264794,1123614,27487925,6340094,159108,350920,13699732,2100406,7%
2012,GOL LINHAS AEREAS INTELIGENTES S.A.,Brazil,Air transport (62),28.12%,0,1112368201,1087973977,259924,14240426,3320993,97409,192601,6317598,34727,4%
2012,SAS AB,Sweden,Air transport (62),11.04%,418.12%,732655161,715810047,320930,10133353,2358769,48495,  ,4479874,496308,1%
2012,FLUGHAFEN WIEN AG,Austria,Air transport (62),13.99%,67.36%,111990554,109564368,24586,1387881,323592,4448,39451,644340,1888,9%
2012,KOEBENHAVNS LUFTHAVNE AS,Denmark,Air transport (62),4.09%,10.60%,25422289,18693588,5641,229371,55871,329,7202,6427110,29521,11%
2012,"AIR PRODUCTS AND CHEMICALS,INC.",United States,Chemicals nec,89.77%,582.73%,8628482026,7822409510,1794868,104204314,24341158,326286,443974,674994462,32546,0%
2012,AIR LIQUIDE,France,Chemicals nec,34.22%,219.88%,6914791060,6694437252,1592671,88804793,20828547,283106,888803,108062263,106375,0%
2012,LINDE PLC,United Kingdom,Chemicals nec,46.80%,214.82%,5252318777,5110444658,1184134,67983636,15932702,214463,201661,56405258,47735,0%
2012,EVONIK INDUSTRIES AG,Germany,Chemicals nec,15.45%,146.83%,2775742643,2714626662,678146,35391248,8293987,116736,5471002,11260802,95941,4%
2012,KIMBERLYCLARK CORPORATION,United States,Chemicals nec,10.12%,69.72%,2131955772,1491992506,388766,20033602,4515615,64872,972920,614075773,88282,3%
2012,PROCTER & GAMBLE CO,United States,Chemicals nec,2.38%,12.40%,1993900353,1501188332,532277,20722551,4138428,73499,3865261,463730735,350730,12%
2012,TOKUYAMA CORPORATION,Japan,Chemicals nec,57.10%,1175.18%,1864577097,1794425870,505280,24147651,5627801,84632,271667,39775478,261283,1%
2012,AKZO NOBEL N.V.,Netherlands,Chemicals nec,7.64%,92.14%,1549852684,1377615152,372817,17810518,4159104,59259,1995940,147876739,36845,4%
2012,SHINETSU CHEMICAL CO LIMITED,Japan,Chemicals nec,11.17%,78.23%,1353679940,1307495088,317539,17448989,3969130,54961,1007979,23412487,26233,2%
2012,KONINKLIJKE DSM N.V.,Netherlands,Chemicals nec,11.18%,182.58%,1345460156,1243155538,320525,16300746,3798731,53426,1184206,80686495,39509,1%
2012,WACKER CHEMIE AG,Germany,Chemicals nec,16.40%,465.75%,1002035606,526760303,164314,6984808,1485304,23476,1860558,464806026,49181,2%
2012,TAIYO NIPPON SANSO CORPORATION,Japan,Chemicals nec,16.11%,243.54%,889261014,869618129,210625,11606233,2665360,36834,459336,4686830,22334,2%
2012,ASHLAND GLOBAL HOLDINGS INC,United States,Chemicals nec,4.97%,128.71%,408000635,338662356,95979,4578354,1002785,15176,379043,63301336,34394,6%
